area,item,year,value
Indonesia,Pigmeat,2022,0.97
Indonesia,Pigmeat,2023,0.56
Iran (Islamic Republic of),Bovine Meat,2010,8.08
Iran (Islamic Republic of),Bovine Meat,2011,7.31
Iran (Islamic Republic of),Bovine Meat,2012,5.93
Iran (Islamic Republic of),Bovine Meat,2013,6.01
Iran (Islamic Republic of),Bovine Meat,2014,5.82
Iran (Islamic Republic of),Bovine Meat,2015,6.52
Iran (Islamic Republic of),Bovine Meat,2016,7.05
Iran (Islamic Republic of),Bovine Meat,2017,7.71
Iran (Islamic Republic of),Bovine Meat,2018,6.8
Iran (Islamic Republic of),Bovine Meat,2019,7.34
Iran (Islamic Republic of),Bovine Meat,2020,3.37
Iran (Islamic Republic of),Bovine Meat,2021,4.37
Iran (Islamic Republic of),Bovine Meat,2022,3.87
Iran (Islamic Republic of),Bovine Meat,2023,3.23
Iran (Islamic Republic of),Mutton & Goat Meat,2010,5.09
Iran (Islamic Republic of),Mutton & Goat Meat,2011,5.09
Iran (Islamic Republic of),Mutton & Goat Meat,2012,4.8
Iran (Islamic Republic of),Mutton & Goat Meat,2013,4.68
Iran (Islamic Republic of),Mutton & Goat Meat,2014,4.93
Iran (Islamic Republic of),Mutton & Goat Meat,2015,4.22
Iran (Islamic Republic of),Mutton & Goat Meat,2016,4.55
Iran (Islamic Republic of),Mutton & Goat Meat,2017,4.58
Iran (Islamic Republic of),Mutton & Goat Meat,2018,4.03
Iran (Islamic Republic of),Mutton & Goat Meat,2019,3.24
Iran (Islamic Republic of),Mutton & Goat Meat,2020,2.13
Iran (Islamic Republic of),Mutton & Goat Meat,2021,3.12
Iran (Islamic Republic of),Mutton & Goat Meat,2022,3.3
Iran (Islamic Republic of),Mutton & Goat Meat,2023,3.1
Iran (Islamic Republic of),Pigmeat,2010,0
Iran (Islamic Republic of),Pigmeat,2011,0
Iran (Islamic Republic of),Pigmeat,2012,0
Iran (Islamic Republic of),Pigmeat,2013,0
Iran (Islamic Republic of),Pigmeat,2014,0
Iran (Islamic Republic of),Pigmeat,2015,0
Iran (Islamic Republic of),Pigmeat,2016,0
Iran (Islamic Republic of),Pigmeat,2017,0
Iran (Islamic Republic of),Pigmeat,2018,0
Iran (Islamic Republic of),Pigmeat,2019,0
Iran (Islamic Republic of),Pigmeat,2020,0
Iran (Islamic Republic of),Pigmeat,2021,0
Iran (Islamic Republic of),Pigmeat,2022,0
Iran (Islamic Republic of),Pigmeat,2023,0
Iraq,Bovine Meat,2010,3
Iraq,Bovine Meat,2011,3.29
Iraq,Bovine Meat,2012,3.38
Iraq,Bovine Meat,2013,3.29
Iraq,Bovine Meat,2014,3.45
Iraq,Bovine Meat,2015,2.91
Iraq,Bovine Meat,2016,2.9
Iraq,Bovine Meat,2017,3.38
Iraq,Bovine Meat,2018,3.43
Iraq,Bovine Meat,2019,3.61
Iraq,Bovine Meat,2020,3.19
Iraq,Bovine Meat,2021,3.58
Iraq,Bovine Meat,2022,3.72
Iraq,Bovine Meat,2023,4.44
Iraq,Mutton & Goat Meat,2010,1.85
Iraq,Mutton & Goat Meat,2011,1.6
Iraq,Mutton & Goat Meat,2012,2.01
Iraq,Mutton & Goat Meat,2013,1.93
Iraq,Mutton & Goat Meat,2014,1.83
Iraq,Mutton & Goat Meat,2015,1.75
Iraq,Mutton & Goat Meat,2016,1.72
Iraq,Mutton & Goat Meat,2017,1.71
Iraq,Mutton & Goat Meat,2018,1.66
Iraq,Mutton & Goat Meat,2019,1.63
Iraq,Mutton & Goat Meat,2020,1.57
Iraq,Mutton & Goat Meat,2021,1.52
Iraq,Mutton & Goat Meat,2022,1.48
Iraq,Mutton & Goat Meat,2023,1.59
Iraq,Pigmeat,2010,0
Iraq,Pigmeat,2011,0
Iraq,Pigmeat,2012,0
Iraq,Pigmeat,2013,0
Iraq,Pigmeat,2014,0.08
Iraq,Pigmeat,2015,0.12
Iraq,Pigmeat,2016,0.11
Iraq,Pigmeat,2017,0.22
Iraq,Pigmeat,2018,0.27
Iraq,Pigmeat,2019,0.3
Iraq,Pigmeat,2020,0.34
Iraq,Pigmeat,2021,0.4
Iraq,Pigmeat,2022,0.41
Iraq,Pigmeat,2023,0.48
Israel,Bovine Meat,2010,29.45
Israel,Bovine Meat,2011,29.84
Israel,Bovine Meat,2012,28.03
Israel,Bovine Meat,2013,29.41
Israel,Bovine Meat,2014,27.86
Israel,Bovine Meat,2015,27.88
Israel,Bovine Meat,2016,30.35
Israel,Bovine Meat,2017,31.07
Israel,Bovine Meat,2018,29.84
Israel,Bovine Meat,2019,31.5
Israel,Bovine Meat,2020,30.18
Israel,Bovine Meat,2021,33.95
Israel,Bovine Meat,2022,36.12
Israel,Bovine Meat,2023,30.06
Israel,Mutton & Goat Meat,2010,1.95
Israel,Mutton & Goat Meat,2011,1.99
Israel,Mutton & Goat Meat,2012,1.99
Israel,Mutton & Goat Meat,2013,2.01
Israel,Mutton & Goat Meat,2014,2.1
Israel,Mutton & Goat Meat,2015,1.86
Israel,Mutton & Goat Meat,2016,1.75
Israel,Mutton & Goat Meat,2017,1.82
Israel,Mutton & Goat Meat,2018,1.72
Israel,Mutton & Goat Meat,2019,1.75
Israel,Mutton & Goat Meat,2020,5.07
Israel,Mutton & Goat Meat,2021,4.94
Israel,Mutton & Goat Meat,2022,5.07
Israel,Mutton & Goat Meat,2023,4.71
Israel,Pigmeat,2010,2.55
Israel,Pigmeat,2011,2.42
Israel,Pigmeat,2012,2.07
Israel,Pigmeat,2013,2.01
Israel,Pigmeat,2014,1.71
Israel,Pigmeat,2015,1.74
Israel,Pigmeat,2016,1.71
Israel,Pigmeat,2017,1.55
Israel,Pigmeat,2018,1.38
Israel,Pigmeat,2019,1.37
Israel,Pigmeat,2020,1.47
Israel,Pigmeat,2021,1.33
Israel,Pigmeat,2022,1.15
Israel,Pigmeat,2023,1.13
Jordan,Bovine Meat,2010,4.75
Jordan,Bovine Meat,2011,6.63
Jordan,Bovine Meat,2012,5.79
Jordan,Bovine Meat,2013,5.85
Jordan,Bovine Meat,2014,4.44
Jordan,Bovine Meat,2015,5.76
Jordan,Bovine Meat,2016,6.38
Jordan,Bovine Meat,2017,6.55
Jordan,Bovine Meat,2018,6.57
Jordan,Bovine Meat,2019,7.59
Jordan,Bovine Meat,2020,7.4
Jordan,Bovine Meat,2021,7.84
Jordan,Bovine Meat,2022,6.84
Jordan,Bovine Meat,2023,7.11
Jordan,Mutton & Goat Meat,2010,4.51
Jordan,Mutton & Goat Meat,2011,4.37
Jordan,Mutton & Goat Meat,2012,6.49
Jordan,Mutton & Goat Meat,2013,5.17
Jordan,Mutton & Goat Meat,2014,4.96
Jordan,Mutton & Goat Meat,2015,5.06
Jordan,Mutton & Goat Meat,2016,4.87
Jordan,Mutton & Goat Meat,2017,4.56
Jordan,Mutton & Goat Meat,2018,5.68
Jordan,Mutton & Goat Meat,2019,4.47
Jordan,Mutton & Goat Meat,2020,4.45
Jordan,Mutton & Goat Meat,2021,4.39
Jordan,Mutton & Goat Meat,2022,4.39
Jordan,Mutton & Goat Meat,2023,4.75
Jordan,Pigmeat,2010,0.02
Jordan,Pigmeat,2011,0.02
Jordan,Pigmeat,2012,0.02
Jordan,Pigmeat,2013,0.01
Jordan,Pigmeat,2014,0.01
Jordan,Pigmeat,2015,0.01
Jordan,Pigmeat,2016,0.01
Jordan,Pigmeat,2017,0.01
Jordan,Pigmeat,2018,0.01
Jordan,Pigmeat,2019,0.01
Jordan,Pigmeat,2020,0.01
Jordan,Pigmeat,2021,0.01
Jordan,Pigmeat,2022,0.01
Jordan,Pigmeat,2023,0.01
Kazakhstan,Bovine Meat,2010,16.57
Kazakhstan,Bovine Meat,2011,15.88
Kazakhstan,Bovine Meat,2012,15.71
Kazakhstan,Bovine Meat,2013,16.16
Kazakhstan,Bovine Meat,2014,16.3
Kazakhstan,Bovine Meat,2015,16.45
Kazakhstan,Bovine Meat,2016,16.27
Kazakhstan,Bovine Meat,2017,17.44
Kazakhstan,Bovine Meat,2018,17.44
Kazakhstan,Bovine Meat,2019,19.59
Kazakhstan,Bovine Meat,2020,19.73
Kazakhstan,Bovine Meat,2021,20
Kazakhstan,Bovine Meat,2022,17.88
Kazakhstan,Bovine Meat,2023,18.78
Kazakhstan,Mutton & Goat Meat,2010,8.57
Kazakhstan,Mutton & Goat Meat,2011,8.77
Kazakhstan,Mutton & Goat Meat,2012,8.87
Kazakhstan,Mutton & Goat Meat,2013,9
Kazakhstan,Mutton & Goat Meat,2014,9.08
Kazakhstan,Mutton & Goat Meat,2015,9.07
Kazakhstan,Mutton & Goat Meat,2016,9.05
Kazakhstan,Mutton & Goat Meat,2017,8.98
Kazakhstan,Mutton & Goat Meat,2018,8.95
Kazakhstan,Mutton & Goat Meat,2019,8.96
Kazakhstan,Mutton & Goat Meat,2020,8.79
Kazakhstan,Mutton & Goat Meat,2021,8.82
Kazakhstan,Mutton & Goat Meat,2022,7.05
Kazakhstan,Mutton & Goat Meat,2023,7.18
Kazakhstan,Pigmeat,2010,7.77
Kazakhstan,Pigmeat,2011,10.08
Kazakhstan,Pigmeat,2012,9.98
Kazakhstan,Pigmeat,2013,9.69
Kazakhstan,Pigmeat,2014,8.74
Kazakhstan,Pigmeat,2015,8
Kazakhstan,Pigmeat,2016,7.57
Kazakhstan,Pigmeat,2017,7.34
Kazakhstan,Pigmeat,2018,7.08
Kazakhstan,Pigmeat,2019,7.31
Kazakhstan,Pigmeat,2020,7.92
Kazakhstan,Pigmeat,2021,8.5
Kazakhstan,Pigmeat,2022,6.68
Kazakhstan,Pigmeat,2023,6.7
Kuwait,Bovine Meat,2010,10.47
Kuwait,Bovine Meat,2011,10.14
Kuwait,Bovine Meat,2012,9.16
Kuwait,Bovine Meat,2013,12.64
Kuwait,Bovine Meat,2014,11.78
Kuwait,Bovine Meat,2015,12.1
Kuwait,Bovine Meat,2016,9.59
Kuwait,Bovine Meat,2017,9.6
Kuwait,Bovine Meat,2018,9.49
Kuwait,Bovine Meat,2019,11.63
Kuwait,Bovine Meat,2020,11.59
Kuwait,Bovine Meat,2021,12.33
Kuwait,Bovine Meat,2022,11.96
Kuwait,Bovine Meat,2023,9.49
Kuwait,Mutton & Goat Meat,2010,14.4
Kuwait,Mutton & Goat Meat,2011,14.37
Kuwait,Mutton & Goat Meat,2012,14.32
Kuwait,Mutton & Goat Meat,2013,13.85
Kuwait,Mutton & Goat Meat,2014,13.59
Kuwait,Mutton & Goat Meat,2015,13.36
Kuwait,Mutton & Goat Meat,2016,13.15
Kuwait,Mutton & Goat Meat,2017,12.6
Kuwait,Mutton & Goat Meat,2018,12.18
Kuwait,Mutton & Goat Meat,2019,12.95
Kuwait,Mutton & Goat Meat,2020,13.15
Kuwait,Mutton & Goat Meat,2021,13.69
Kuwait,Mutton & Goat Meat,2022,13.87
Kuwait,Mutton & Goat Meat,2023,14.26
Kuwait,Pigmeat,2019,0.31
Kuwait,Pigmeat,2020,0
Kuwait,Pigmeat,2021,0
Kyrgyzstan,Bovine Meat,2010,13.84
Kyrgyzstan,Bovine Meat,2011,14.25
Kyrgyzstan,Bovine Meat,2012,14.33
Kyrgyzstan,Bovine Meat,2013,14.6
Kyrgyzstan,Bovine Meat,2014,15.43
Kyrgyzstan,Bovine Meat,2015,14.49
Kyrgyzstan,Bovine Meat,2016,14.55
Kyrgyzstan,Bovine Meat,2017,14.07
Kyrgyzstan,Bovine Meat,2018,14.67
Kyrgyzstan,Bovine Meat,2019,15.17
Kyrgyzstan,Bovine Meat,2020,15.15
Kyrgyzstan,Bovine Meat,2021,15.32
Kyrgyzstan,Bovine Meat,2022,15.77
Kyrgyzstan,Bovine Meat,2023,16.19
Kyrgyzstan,Mutton & Goat Meat,2010,8.74
Kyrgyzstan,Mutton & Goat Meat,2011,8.62
Kyrgyzstan,Mutton & Goat Meat,2012,8.49
Kyrgyzstan,Mutton & Goat Meat,2013,8.41
Kyrgyzstan,Mutton & Goat Meat,2014,8.48
Kyrgyzstan,Mutton & Goat Meat,2015,8.54
Kyrgyzstan,Mutton & Goat Meat,2016,8.6
Kyrgyzstan,Mutton & Goat Meat,2017,8.67
Kyrgyzstan,Mutton & Goat Meat,2018,8.7
Kyrgyzstan,Mutton & Goat Meat,2019,8.66
Kyrgyzstan,Mutton & Goat Meat,2020,8.7
Kyrgyzstan,Mutton & Goat Meat,2021,9.55
Kyrgyzstan,Mutton & Goat Meat,2022,9.53
Kyrgyzstan,Mutton & Goat Meat,2023,9.59
Kyrgyzstan,Pigmeat,2010,5.36
Kyrgyzstan,Pigmeat,2011,4.79
Kyrgyzstan,Pigmeat,2012,4.82
Kyrgyzstan,Pigmeat,2013,4.29
Kyrgyzstan,Pigmeat,2014,5.77
Kyrgyzstan,Pigmeat,2015,3.12
Kyrgyzstan,Pigmeat,2016,2.81
Kyrgyzstan,Pigmeat,2017,2.74
Kyrgyzstan,Pigmeat,2018,2.67
Kyrgyzstan,Pigmeat,2019,2.25
Kyrgyzstan,Pigmeat,2020,2.09
Kyrgyzstan,Pigmeat,2021,2.04
Kyrgyzstan,Pigmeat,2022,1.42
Kyrgyzstan,Pigmeat,2023,1.18
Lao People's Democratic Republic,Bovine Meat,2010,7.12
Lao People's Democratic Republic,Bovine Meat,2011,7.22
Lao People's Democratic Republic,Bovine Meat,2012,7.5
Lao People's Democratic Republic,Bovine Meat,2013,7.44
Lao People's Democratic Republic,Bovine Meat,2014,9.47
Lao People's Democratic Republic,Bovine Meat,2015,8.4
Lao People's Democratic Republic,Bovine Meat,2016,7.74
Lao People's Democratic Republic,Bovine Meat,2017,7.68
Lao People's Democratic Republic,Bovine Meat,2018,7.76
Lao People's Democratic Republic,Bovine Meat,2019,8.1
Lao People's Democratic Republic,Bovine Meat,2020,8.55
Lao People's Democratic Republic,Bovine Meat,2021,8.87
Lao People's Democratic Republic,Bovine Meat,2022,8.99
Lao People's Democratic Republic,Bovine Meat,2023,9.31
Lao People's Democratic Republic,Mutton & Goat Meat,2010,0.22
Lao People's Democratic Republic,Mutton & Goat Meat,2011,0.26
Lao People's Democratic Republic,Mutton & Goat Meat,2012,0.26
Lao People's Democratic Republic,Mutton & Goat Meat,2013,0.27
Lao People's Democratic Republic,Mutton & Goat Meat,2014,0.29
Lao People's Democratic Republic,Mutton & Goat Meat,2015,0.31
Lao People's Democratic Republic,Mutton & Goat Meat,2016,0.32
Lao People's Democratic Republic,Mutton & Goat Meat,2017,0.33
Lao People's Democratic Republic,Mutton & Goat Meat,2018,0.34
Lao People's Democratic Republic,Mutton & Goat Meat,2019,0.35
Lao People's Democratic Republic,Mutton & Goat Meat,2020,0.37
Lao People's Democratic Republic,Mutton & Goat Meat,2021,0.38
Lao People's Democratic Republic,Mutton & Goat Meat,2022,0.4
Lao People's Democratic Republic,Mutton & Goat Meat,2023,0.42
Lao People's Democratic Republic,Pigmeat,2010,8.96
Lao People's Democratic Republic,Pigmeat,2011,8.61
Lao People's Democratic Republic,Pigmeat,2012,9.13
Lao People's Democratic Republic,Pigmeat,2013,9.38
Lao People's Democratic Republic,Pigmeat,2014,10.84
Lao People's Democratic Republic,Pigmeat,2015,11.19
Lao People's Democratic Republic,Pigmeat,2016,12.33
Lao People's Democratic Republic,Pigmeat,2017,12.66
Lao People's Democratic Republic,Pigmeat,2018,12.27
Lao People's Democratic Republic,Pigmeat,2019,13.05
Lao People's Democratic Republic,Pigmeat,2020,13.57
Lao People's Democratic Republic,Pigmeat,2021,13.68
Lao People's Democratic Republic,Pigmeat,2022,13.55
Lao People's Democratic Republic,Pigmeat,2023,13.64
Lebanon,Bovine Meat,2010,19.16
Lebanon,Bovine Meat,2011,17.04
Lebanon,Bovine Meat,2012,14.35
Lebanon,Bovine Meat,2013,14.38
Lebanon,Bovine Meat,2014,12.64
Lebanon,Bovine Meat,2015,12.4
Lebanon,Bovine Meat,2016,11.87
Lebanon,Bovine Meat,2017,13.19
Lebanon,Bovine Meat,2018,14.92
Lebanon,Bovine Meat,2019,14.61
Lebanon,Bovine Meat,2020,12.69
Lebanon,Bovine Meat,2021,12.37
Lebanon,Bovine Meat,2022,13.7
Lebanon,Bovine Meat,2023,13.99
Lebanon,Mutton & Goat Meat,2010,2.84
Lebanon,Mutton & Goat Meat,2011,2.53
Lebanon,Mutton & Goat Meat,2012,2.09
Lebanon,Mutton & Goat Meat,2013,2.01
Lebanon,Mutton & Goat Meat,2014,1.8
Lebanon,Mutton & Goat Meat,2015,1.6
Lebanon,Mutton & Goat Meat,2016,1.38
Lebanon,Mutton & Goat Meat,2017,1.3
Lebanon,Mutton & Goat Meat,2018,1.45
Lebanon,Mutton & Goat Meat,2019,1.62
Lebanon,Mutton & Goat Meat,2020,1.42
Lebanon,Mutton & Goat Meat,2021,1.37
Lebanon,Mutton & Goat Meat,2022,1.38
Lebanon,Mutton & Goat Meat,2023,0.76
Lebanon,Pigmeat,2010,1.51
Lebanon,Pigmeat,2011,1.42
Lebanon,Pigmeat,2012,1.39
Lebanon,Pigmeat,2013,1.2
Lebanon,Pigmeat,2014,1.09
Lebanon,Pigmeat,2015,1.04
Lebanon,Pigmeat,2016,1.11
Lebanon,Pigmeat,2017,1.18
Lebanon,Pigmeat,2018,1.24
Lebanon,Pigmeat,2019,1.16
Lebanon,Pigmeat,2020,0.71
Lebanon,Pigmeat,2021,0.64
Lebanon,Pigmeat,2022,0.92
Lebanon,Pigmeat,2023,0.97
Malaysia,Bovine Meat,2010,6.65
Malaysia,Bovine Meat,2011,7.11
Malaysia,Bovine Meat,2012,7.29
Malaysia,Bovine Meat,2013,7.88
Malaysia,Bovine Meat,2014,7.89
Malaysia,Bovine Meat,2015,8.56
Malaysia,Bovine Meat,2016,7.98
Malaysia,Bovine Meat,2017,7.55
Malaysia,Bovine Meat,2018,7.65
Malaysia,Bovine Meat,2019,7.24
Malaysia,Bovine Meat,2020,7.46
Malaysia,Bovine Meat,2021,7.1
Malaysia,Bovine Meat,2022,8.76
Malaysia,Bovine Meat,2023,8.75
Malaysia,Mutton & Goat Meat,2010,0.85
Malaysia,Mutton & Goat Meat,2011,0.72
Malaysia,Mutton & Goat Meat,2012,0.85
Malaysia,Mutton & Goat Meat,2013,1
Malaysia,Mutton & Goat Meat,2014,1.17
Malaysia,Mutton & Goat Meat,2015,1.23
Malaysia,Mutton & Goat Meat,2016,1.21
Malaysia,Mutton & Goat Meat,2017,1.33
Malaysia,Mutton & Goat Meat,2018,1.23
Malaysia,Mutton & Goat Meat,2019,1.06
Malaysia,Mutton & Goat Meat,2020,1.23
Malaysia,Mutton & Goat Meat,2021,0.96
Malaysia,Mutton & Goat Meat,2022,1.35
Malaysia,Mutton & Goat Meat,2023,1.17
Malaysia,Pigmeat,2010,8.7
Malaysia,Pigmeat,2011,7.9
Malaysia,Pigmeat,2012,7.64
Malaysia,Pigmeat,2013,7.6
Malaysia,Pigmeat,2014,7.61
Malaysia,Pigmeat,2015,7.88
Malaysia,Pigmeat,2016,7.04
Malaysia,Pigmeat,2017,7.6
Malaysia,Pigmeat,2018,7.81
Malaysia,Pigmeat,2019,7.45
Malaysia,Pigmeat,2020,7.09
Malaysia,Pigmeat,2021,6.46
Malaysia,Pigmeat,2022,6.86
Malaysia,Pigmeat,2023,7.24
Maldives,Bovine Meat,2010,6.12
Maldives,Bovine Meat,2011,7.04
Maldives,Bovine Meat,2012,7.06
Maldives,Bovine Meat,2013,8.62
Maldives,Bovine Meat,2014,7.42
Maldives,Bovine Meat,2015,10.58
Maldives,Bovine Meat,2016,8.86
Maldives,Bovine Meat,2017,8.58
Maldives,Bovine Meat,2018,10.12
Maldives,Bovine Meat,2019,9.73
Maldives,Bovine Meat,2020,7.89
Maldives,Bovine Meat,2021,11.84
Maldives,Bovine Meat,2022,14.8
Maldives,Bovine Meat,2023,9.06
Maldives,Mutton & Goat Meat,2010,0.64
Maldives,Mutton & Goat Meat,2011,0.66
Maldives,Mutton & Goat Meat,2012,0.66
Maldives,Mutton & Goat Meat,2013,0.67
Maldives,Mutton & Goat Meat,2014,0.74
Maldives,Mutton & Goat Meat,2015,0.94
Maldives,Mutton & Goat Meat,2016,3.12
Maldives,Mutton & Goat Meat,2017,1.58
Maldives,Mutton & Goat Meat,2018,1.22
Maldives,Mutton & Goat Meat,2019,1.15
Maldives,Mutton & Goat Meat,2020,0.74
Maldives,Mutton & Goat Meat,2021,1.32
Maldives,Mutton & Goat Meat,2022,1.77
Maldives,Mutton & Goat Meat,2023,2.04
Maldives,Pigmeat,2010,0.91
Maldives,Pigmeat,2011,0.96
Maldives,Pigmeat,2012,0.97
Maldives,Pigmeat,2013,0.92
Maldives,Pigmeat,2014,1.01
Maldives,Pigmeat,2015,0.9
Maldives,Pigmeat,2016,0.94
Maldives,Pigmeat,2017,1.03
Maldives,Pigmeat,2018,1
Maldives,Pigmeat,2019,1.18
Maldives,Pigmeat,2020,0.45
Maldives,Pigmeat,2021,0.7
Maldives,Pigmeat,2022,0.83
Maldives,Pigmeat,2023,0.82
Mongolia,Bovine Meat,2010,14.8
Mongolia,Bovine Meat,2011,16.99
Mongolia,Bovine Meat,2012,19.24
Mongolia,Bovine Meat,2013,18.25
Mongolia,Bovine Meat,2014,16.96
Mongolia,Bovine Meat,2015,19.56
Mongolia,Bovine Meat,2016,23.2
Mongolia,Bovine Meat,2017,21.85
Mongolia,Bovine Meat,2018,24.76
Mongolia,Bovine Meat,2019,24.73
Mongolia,Bovine Meat,2020,29.56
Mongolia,Bovine Meat,2021,30.71
Mongolia,Bovine Meat,2022,29.79
Mongolia,Bovine Meat,2023,33.28
Mongolia,Mutton & Goat Meat,2010,46.48
Mongolia,Mutton & Goat Meat,2011,41.53
Mongolia,Mutton & Goat Meat,2012,39.88
Mongolia,Mutton & Goat Meat,2013,48.94
Mongolia,Mutton & Goat Meat,2014,45.23
Mongolia,Mutton & Goat Meat,2015,55.1
Mongolia,Mutton & Goat Meat,2016,49.18
Mongolia,Mutton & Goat Meat,2017,53.55
Mongolia,Mutton & Goat Meat,2018,51.43
Mongolia,Mutton & Goat Meat,2019,64.34
Mongolia,Mutton & Goat Meat,2020,66.98
Mongolia,Mutton & Goat Meat,2021,65.09
Mongolia,Mutton & Goat Meat,2022,67.04
Mongolia,Mutton & Goat Meat,2023,69.4
Mongolia,Pigmeat,2010,0.19
Mongolia,Pigmeat,2011,0.17
Mongolia,Pigmeat,2012,0.24
Mongolia,Pigmeat,2013,0.44
Mongolia,Pigmeat,2014,0.45
Mongolia,Pigmeat,2015,0.29
Mongolia,Pigmeat,2016,0.3
Mongolia,Pigmeat,2017,0.38
Mongolia,Pigmeat,2018,1.13
Mongolia,Pigmeat,2019,1.02
Mongolia,Pigmeat,2020,1.34
Mongolia,Pigmeat,2021,2.92
Mongolia,Pigmeat,2022,2.83
Mongolia,Pigmeat,2023,2.2
Myanmar,Bovine Meat,2010,5.84
Myanmar,Bovine Meat,2011,6.1
Myanmar,Bovine Meat,2012,6.49
Myanmar,Bovine Meat,2013,6.88
Myanmar,Bovine Meat,2014,7.3
Myanmar,Bovine Meat,2015,7.87
Myanmar,Bovine Meat,2016,8.73
Myanmar,Bovine Meat,2017,8.55
Myanmar,Bovine Meat,2018,8.69
Myanmar,Bovine Meat,2019,9.17
Myanmar,Bovine Meat,2020,2.62
Myanmar,Bovine Meat,2021,2.63
Myanmar,Bovine Meat,2022,2.7
Myanmar,Bovine Meat,2023,2.65
Myanmar,Mutton & Goat Meat,2010,0.96
Myanmar,Mutton & Goat Meat,2011,1.1
Myanmar,Mutton & Goat Meat,2012,1.2
Myanmar,Mutton & Goat Meat,2013,1.32
Myanmar,Mutton & Goat Meat,2014,1.5
Myanmar,Mutton & Goat Meat,2015,1.73
Myanmar,Mutton & Goat Meat,2016,1.79
Myanmar,Mutton & Goat Meat,2017,1.78
Myanmar,Mutton & Goat Meat,2018,2.41
Myanmar,Mutton & Goat Meat,2019,1.78
Myanmar,Mutton & Goat Meat,2020,0.21
Myanmar,Mutton & Goat Meat,2021,0.22
Myanmar,Mutton & Goat Meat,2022,0.22
Myanmar,Mutton & Goat Meat,2023,0.22
Myanmar,Pigmeat,2010,11.41
Myanmar,Pigmeat,2011,11.96
Myanmar,Pigmeat,2012,12.88
Myanmar,Pigmeat,2013,14.1
Myanmar,Pigmeat,2014,15.72
Myanmar,Pigmeat,2015,16.4
Myanmar,Pigmeat,2016,16.46
Myanmar,Pigmeat,2017,16.96
Myanmar,Pigmeat,2018,19.52
Myanmar,Pigmeat,2019,20.14
Myanmar,Pigmeat,2020,5.06
Myanmar,Pigmeat,2021,5.18
Myanmar,Pigmeat,2022,5.94
Myanmar,Pigmeat,2023,5.91
Nepal,Bovine Meat,2010,7.76
Nepal,Bovine Meat,2011,7.84
Nepal,Bovine Meat,2012,7.83
Nepal,Bovine Meat,2013,7.94
Nepal,Bovine Meat,2014,7.79
Nepal,Bovine Meat,2015,7.9
Nepal,Bovine Meat,2016,7.82
Nepal,Bovine Meat,2017,7.94
Nepal,Bovine Meat,2018,8.17
Nepal,Bovine Meat,2019,9.9
Nepal,Bovine Meat,2020,6.54
Nepal,Bovine Meat,2021,6.39
Nepal,Bovine Meat,2022,6.53
Nepal,Bovine Meat,2023,3.92
Nepal,Mutton & Goat Meat,2010,1.92
Nepal,Mutton & Goat Meat,2011,2.02
Nepal,Mutton & Goat Meat,2012,2.06
Nepal,Mutton & Goat Meat,2013,2.11
Nepal,Mutton & Goat Meat,2014,2.23
Nepal,Mutton & Goat Meat,2015,2.28
Nepal,Mutton & Goat Meat,2016,2.44
Nepal,Mutton & Goat Meat,2017,2.51
Nepal,Mutton & Goat Meat,2018,2.62
Nepal,Mutton & Goat Meat,2019,3.11
Nepal,Mutton & Goat Meat,2020,2.68
Nepal,Mutton & Goat Meat,2021,2.5
Nepal,Mutton & Goat Meat,2022,2.6
Nepal,Mutton & Goat Meat,2023,2.66
Nepal,Pigmeat,2010,0.62
Nepal,Pigmeat,2011,0.65
Nepal,Pigmeat,2012,0.66
Nepal,Pigmeat,2013,0.67
Nepal,Pigmeat,2014,0.67
Nepal,Pigmeat,2015,0.7
Nepal,Pigmeat,2016,0.84
Nepal,Pigmeat,2017,0.88
Nepal,Pigmeat,2018,1.01
Nepal,Pigmeat,2019,1.06
Nepal,Pigmeat,2020,1.02
Nepal,Pigmeat,2021,1.07
Nepal,Pigmeat,2022,1.21
Nepal,Pigmeat,2023,1.1
Oman,Bovine Meat,2010,13.1
Oman,Bovine Meat,2011,12.54
Oman,Bovine Meat,2012,13.49
Oman,Bovine Meat,2013,14.4
Oman,Bovine Meat,2014,12.8
Oman,Bovine Meat,2015,10.41
Oman,Bovine Meat,2016,8.95
Oman,Bovine Meat,2017,9.48
Oman,Bovine Meat,2018,9.54
Oman,Bovine Meat,2019,9.13
Oman,Bovine Meat,2020,8.77
Oman,Bovine Meat,2021,11.1
Oman,Bovine Meat,2022,9.26
Oman,Bovine Meat,2023,5.69
Oman,Mutton & Goat Meat,2010,15.13
Oman,Mutton & Goat Meat,2011,14.12
Oman,Mutton & Goat Meat,2012,12.51
Oman,Mutton & Goat Meat,2013,12.13
Oman,Mutton & Goat Meat,2014,12.76
Oman,Mutton & Goat Meat,2015,12.25
Oman,Mutton & Goat Meat,2016,12.12
Oman,Mutton & Goat Meat,2017,11.98
Oman,Mutton & Goat Meat,2018,12.1
Oman,Mutton & Goat Meat,2019,12.08
Oman,Mutton & Goat Meat,2020,11.9
Oman,Mutton & Goat Meat,2021,12.75
Oman,Mutton & Goat Meat,2022,12.58
Oman,Mutton & Goat Meat,2023,11.95
Oman,Pigmeat,2010,0.01
Oman,Pigmeat,2011,0.01
Oman,Pigmeat,2012,0.01
Oman,Pigmeat,2013,0.01
Oman,Pigmeat,2014,0.01
Oman,Pigmeat,2015,0.01
