Area Code,Area Code (M49),Area,Item Code,Item,Element Code,Element,Unit,Y1961,Y1961F,Y1961N,Y1962,Y1962F,Y1962N,Y1963,Y1963F,Y1963N,Y1964,Y1964F,Y1964N,Y1965,Y1965F,Y1965N,Y1966,Y1966F,Y1966N,Y1967,Y1967F,Y1967N,Y1968,Y1968F,Y1968N,Y1969,Y1969F,Y1969N,Y1970,Y1970F,Y1970N,Y1971,Y1971F,Y1971N,Y1972,Y1972F,Y1972N,Y1973,Y1973F,Y1973N,Y1974,Y1974F,Y1974N,Y1975,Y1975F,Y1975N,Y1976,Y1976F,Y1976N,Y1977,Y1977F,Y1977N,Y1978,Y1978F,Y1978N,Y1979,Y1979F,Y1979N,Y1980,Y1980F,Y1980N,Y1981,Y1981F,Y1981N,Y1982,Y1982F,Y1982N,Y1983,Y1983F,Y1983N,Y1984,Y1984F,Y1984N,Y1985,Y1985F,Y1985N,Y1986,Y1986F,Y1986N,Y1987,Y1987F,Y1987N,Y1988,Y1988F,Y1988N,Y1989,Y1989F,Y1989N,Y1990,Y1990F,Y1990N,Y1991,Y1991F,Y1991N,Y1992,Y1992F,Y1992N,Y1993,Y1993F,Y1993N,Y1994,Y1994F,Y1994N,Y1995,Y1995F,Y1995N,Y1996,Y1996F,Y1996N,Y1997,Y1997F,Y1997N,Y1998,Y1998F,Y1998N,Y1999,Y1999F,Y1999N,Y2000,Y2000F,Y2000N,Y2001,Y2001F,Y2001N,Y2002,Y2002F,Y2002N,Y2003,Y2003F,Y2003N,Y2004,Y2004F,Y2004N,Y2005,Y2005F,Y2005N,Y2006,Y2006F,Y2006N,Y2007,Y2007F,Y2007N,Y2008,Y2008F,Y2008N,Y2009,Y2009F,Y2009N,Y2010,Y2010F,Y2010N,Y2011,Y2011F,Y2011N,Y2012,Y2012F,Y2012N,Y2013,Y2013F,Y2013N,Y2014,Y2014F,Y2014N,Y2015,Y2015F,Y2015N,Y2016,Y2016F,Y2016N,Y2017,Y2017F,Y2017N,Y2018,Y2018F,Y2018N,Y2019,Y2019F,Y2019N,Y2020,Y2020F,Y2020N,Y2021,Y2021F,Y2021N,Y2022,Y2022F,Y2022N,Y2023,Y2023F,Y2023N,Y2024,Y2024F,Y2024N,Y2025,Y2025F,Y2025N
101,'360,Indonesia,6714,Primary Forest,5110,Area,1000 ha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59744.6,X,,58715.48,I,,57686.36,I,,56657.24,I,,55628.12,I,,54599,I,,53569.88,I,,52540.76,I,,51511.64,I,,50482.52,I,,49453.4,X,,49083.42,I,,48713.44,I,,48343.46,I,,47973.48,I,,47603.5,I,,47233.52,I,,46863.54,I,,46493.56,I,,46123.58,I,,45753.6,X,,45636.56,I,,45519.52,I,,45402.48,I,,45285.44,I,,45168.4,X,,45533.98,I,,45899.56,I,,46265.14,I,,46630.72,I,,46996.3,X,,46926.54,I,,46856.78,I,,46787.02,I,,46717.26,I,,46647.5,X,
101,'360,Indonesia,6716,Planted Forest,5110,Area,1000 ha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3168.1,X,,3183.52,I,,3198.94,I,,3214.36,I,,3229.78,I,,3245.2,I,,3260.62,I,,3276.04,I,,3291.46,I,,3306.88,I,,3322.3,X,,3436.025,I,,3549.75,I,,3663.475,I,,3777.2,I,,3890.925,I,,4004.65,I,,4118.375,I,,4232.1,I,,4345.825,I,,4459.55,X,,4501.32,I,,4543.09,I,,4584.86,I,,4626.63,I,,4668.4,X,,4824.66,I,,4980.92,I,,5137.18,I,,5293.44,I,,5449.7,X,,5456.66,I,,5463.62,I,,5470.58,I,,5477.54,I,,5484.5,X,
101,'360,Indonesia,6716,Planted Forest,7210,Share in Forest land,%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.72,X,,2.8,E,,2.87,E,,2.95,E,,3.03,E,,3.12,E,,3.21,E,,3.3,E,,3.4,E,,3.5,E,,3.61,X,,3.72,E,,3.82,E,,3.93,E,,4.03,E,,4.13,E,,4.23,E,,4.34,E,,4.43,E,,4.53,E,,4.63,X,,4.69,E,,4.74,E,,4.8,E,,4.86,E,,4.91,X,,5.07,E,,5.23,E,,5.39,E,,5.55,E,,5.7,X,,5.71,E,,5.71,E,,5.71,E,,5.71,E,,5.71,X,
101,'360,Indonesia,6670,Other land,5110,Area,1000 ha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19739.5,A,,25736.09,I,,28341.68,I,,30119.27,I,,32601.86,I,,34032.45,I,,36480.04,I,,38917.63,I,,41205.22,I,,42642.81,I,,51175.3,I,,49917.64,I,,48882.98,I,,47948.32,I,,47422.0294,I,,46795.7388,I,,45269.4482,I,,43843.1576,I,,43116.867,I,,41990.5764,I,,41564.2858,I,,40828.1152,I,,41091.9446,I,,40855.774,I,,40819.6034,I,,40883.4328,I,,40285.0022,I,,40390.6716,I,,39059.841,I,,38317.5104,I,,37807.6798,I,,38811.6162,I,,38632.6056,I,,38327.004,I,,,,,,,
101,'360,Indonesia,6680,Inland waters,5110,Area,1000 ha,3938.777,I,,3938.777,I,,3938.777,I,,3938.777,I,,3938.777,I,,3938.777,I,,3938.777,I,,3938.777,I,,3938.777,I,,3938.777,I,,3938.777,I,,3938.777,I,,3938.777,I,,3938.777,I,,3938.777,I,,3938.777,I,,3938.777,I,,3938.777,I,,3938.777,I,,3938.777,I,,3938.777,I,,3938.777,I,,3938.777,I,,3938.777,I,,3938.777,I,,3938.777,I,,3938.777,I,,3938.777,I,,3938.777,I,,3938.777,I,,3938.777,I,,3938.777,I,,3938.777,I,,3938.777,I,,3938.777,I,,3938.777,I,,3938.777,I,,3938.777,I,,3938.777,I,,3938.777,I,,3938.777,I,,3938.777,I,,3938.777,I,,3938.777,I,,3938.777,I,,3938.777,I,,3938.777,I,,3938.777,I,,3938.777,I,,3938.777,I,,3938.777,I,,3938.777,I,,3938.777,I,,3938.777,I,,3938.777,I,,3938.777,I,,3938.777,I,,3938.777,I,,3938.777,I,,3938.777,I,,3938.777,I,,3938.777,I,,3938.777,I,,,,,,,
101,'360,Indonesia,6690,Land area equipped for irrigation,5110,Area,1000 ha,3900,I,,3900,I,,3900,I,,3900,I,,3900,I,,3900,I,,3900,I,,3900,I,,3900,I,,3900,I,,3900,I,,3900,I,,3900,I,,3900,I,,3900,I,,3900,A,,4025,A,,4025,I,,4025,I,,4107,X,,4107,I,,4107,I,,4107,I,,4107,I,,4107,I,,4107,I,,4106,X,,4300,I,,4387,A,,4410,A,,4410,I,,4410,I,,4415,I,,4415,I,,4420,I,,4428,X,,4772,I,,5015,I,,5260,I,,5500,I,,5745,I,,6000,I,,6250,I,,6500,I,,6722.3,X,,6722,I,,6722,I,,6722,I,,6722,I,,6722,I,,6722,I,,6722,I,,6722,I,,6722,I,,6722,I,,6722,I,,6722,I,,6722,I,,6722,X,,6722,X,,6722,X,,6722,X,,6722,I,,,,,,,
101,'360,Indonesia,6690,Land area equipped for irrigation,7252,Share in Cropland,%,20.55,E,,20.35,E,,20.13,E,,20.01,E,,19.76,E,,19.59,E,,19.47,E,,19.1,E,,18.74,E,,18.62,E,,18.28,E,,17.96,E,,17.73,E,,17.51,E,,17.2,E,,17.06,E,,17.45,E,,17.24,E,,16.87,E,,16.92,E,,16.63,E,,16.37,E,,16.22,E,,15.84,E,,14.97,E,,14.13,E,,13.4,E,,13.69,E,,14.09,A,,13.79,A,,14.8,E,,14.92,E,,14.61,E,,14.63,E,,14.18,E,,13.93,E,,15.01,E,,15.7,E,,15.97,E,,16.45,E,,16.73,E,,17.17,E,,17.59,E,,18.24,E,,18.76,E,,18.21,E,,17.73,E,,17.6,E,,17.28,E,,17.29,E,,16.86,E,,16.86,E,,16.66,E,,16.54,E,,16.46,E,,16.26,E,,16.35,E,,15.87,E,,15.64,E,,15.49,E,,15.35,E,,15.31,E,,15.23,E,,,,,,,
101,'360,Indonesia,6671,Agriculture area under organic agric.,5110,Area,1000 ha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.8,I,,40.4,I,,57.2,I,,42.1,I,,46.7,I,,71,I,,74,I,,88.2,I,,66,I,,113.6,I,,130.4,I,,126,I,,208,I,,251.631,I,,251.62,I,,75.79,I,,83.3617,I,,87.195,I,,71.9469,I,,,,,,,
101,'360,Indonesia,6671,Agriculture area under organic agric.,7208,Share in Agricultural land,%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,E,,0.08,E,,0.12,E,,0.09,E,,0.09,E,,0.14,E,,0.15,E,,0.17,E,,0.13,E,,0.22,E,,0.25,E,,0.24,E,,0.4,E,,0.47,E,,0.47,E,,0.14,E,,0.15,E,,0.16,E,,0.13,E,,,,,,,
101,'360,Indonesia,6672,Agriculture area certified organic,5110,Area,1000 ha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.1,I,,,,,,,,70,I,,74,I,,,,,65,I,,,,,,,,125.6,I,,,,,251.15,I,,251.14,I,,75.54,I,,82.4667,I,,82.4667,I,,65.9316,I,,,,,,,
101,'360,Indonesia,6762,Land used for aquaculture,5110,Area,1000 ha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.79,A,,355.07,A,,284.13,A,,288.85,A,,222.78,A,,208.57,A,,,,,,,
101,'360,Indonesia,6767,Inland waters used for aquac. or holding facilities,5110,Area,1000 ha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1,A,,8.29,A,,3.39,A,,3.21,A,,3.11,A,,3.23,A,,,,,,,
101,'360,Indonesia,6641,Coastal waters used for aquac. or holding facilities,5110,Area,1000 ha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,758.41,A,,967.6,A,,679.45,A,,674.55,A,,822.45,A,,842.27,A,,,,,,,
101,'360,Indonesia,6644,EEZ used for aquac. or holding facilities,5110,Area,1000 ha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294.47,A,,195.59,A,,316.79,A,,168.33,A,,177.49,A,,180.34,A,,,,,,,
102,'364,Iran (Islamic Republic of),6600,Country area,5110,Area,1000 ha,174515,A,,174515,A,,174515,A,,174515,A,,174515,A,,174515,A,,174515,A,,174515,A,,174515,A,,174515,A,,174515,A,,174515,A,,174515,A,,174515,A,,174515,A,,174515,A,,174515,A,,174515,A,,174515,A,,174515,A,,174515,A,,174515,A,,174515,A,,174515,A,,174515,A,,174515,A,,174515,A,,174515,A,,174515,A,,174515,A,,174515,A,,174515,A,,174515,A,,174515,A,,174515,A,,174515,A,,174515,A,,174515,A,,174515,A,,174515,A,,174515,A,,174515,A,,174515,A,,174515,A,,174515,A,,174515,A,,174515,A,,174515,A,,174515,A,,174515,A,,174515,A,,174515,A,,174515,A,,174515,A,,174515,A,,174515,A,,174515,I,,174515,I,,174515,I,,174515,I,,174515,I,,174515,I,,174515,I,,,,,,,
102,'364,Iran (Islamic Republic of),6601,Land area,5110,Area,1000 ha,162876,A,,162876,A,,162876,A,,162876,A,,162876,A,,162876,A,,162876,A,,162876,A,,162876,A,,162876,A,,162876,A,,162876,A,,162876,A,,162876,A,,162876,A,,162876,A,,162876,A,,162876,A,,162876,A,,162876,A,,162876,A,,162876,A,,162876,A,,162876,A,,162876,A,,162876,A,,162876,A,,162876,A,,162876,A,,162876,A,,162876,A,,162876,A,,162876,A,,162876,A,,162876,A,,162876,A,,162876,A,,162876,A,,162876,A,,162876,A,,162876,A,,162876,A,,162876,A,,162876,A,,162876,A,,162876,A,,162876,A,,162876,A,,162876,A,,162876,A,,162876,A,,162876,A,,162876,A,,162876,A,,162876,A,,162876,A,,162250,A,,162250,A,,162250,A,,162250,A,,162250,A,,162250,I,,162250,I,,,,,,,
102,'364,Iran (Islamic Republic of),6602,Agriculture,5110,Area,1000 ha,59271,I,,59290,I,,59350,I,,59410,I,,59470,I,,59480,I,,59550,I,,59600,I,,59670,I,,59700,I,,60154,I,,60800,I,,61481,I,,60960,I,,60440,I,,59950,I,,59693,I,,58867,I,,59908,I,,57713,I,,58280,I,,58867,I,,59210,I,,59540,I,,60370,I,,60700,I,,61030,I,,61871,I,,61700,I,,61500,I,,62997,I,,63787,I,,64152,I,,64157,I,,64208,I,,64427,I,,63832,I,,64787,I,,63687,I,,62884,I,,63823,I,,64044,I,,64265,I,,64486,I,,47631,I,,47852,I,,48073,I,,46685,I,,46686.2,I,,46539.4,I,,46392.6,I,,46245.8,I,,45954,I,,45954,I,,45954,I,,45954,I,,46435,I,,46915,I,,46988,I,,47028,I,,47067,I,,47067,I,,47067,I,,,,,,,
102,'364,Iran (Islamic Republic of),6610,Agricultural land,5110,Area,1000 ha,59271,I,,59290,I,,59350,I,,59410,I,,59470,I,,59480,I,,59550,I,,59600,I,,59670,I,,59700,I,,60154,I,,60800,I,,61481,I,,60960,I,,60440,I,,59950,I,,59693,I,,58867,I,,59908,I,,57713,I,,58280,I,,58867,I,,59210,I,,59540,I,,60370,I,,60700,I,,61030,I,,61871,I,,61700,I,,61500,I,,62997,I,,63787,I,,64152,I,,64157,I,,64208,I,,64427,I,,63832,I,,64787,I,,63687,I,,62884,I,,63823,A,,64044,A,,64265,A,,64486,A,,47631,B,,47852,A,,48073,A,,46685,I,,46686.2,I,,46539.4,I,,46392.6,I,,46245.8,I,,45954,I,,45954,I,,45954,I,,45954,I,,46435,I,,46915,I,,46988,I,,47028,I,,47067,I,,47067,I,,47067,I,,,,,,,
102,'364,Iran (Islamic Republic of),6610,Agricultural land,7209,Share in Land area,%,36.39,E,,36.4,E,,36.44,E,,36.48,E,,36.51,E,,36.52,E,,36.56,E,,36.59,E,,36.64,E,,36.65,E,,36.93,E,,37.33,E,,37.75,E,,37.43,E,,37.11,E,,36.81,E,,36.65,E,,36.14,E,,36.78,E,,35.43,E,,35.78,E,,36.14,E,,36.35,E,,36.56,E,,37.07,E,,37.27,E,,37.47,E,,37.99,E,,37.88,E,,37.76,E,,38.68,E,,39.16,E,,39.39,E,,39.39,E,,39.42,E,,39.56,E,,39.19,E,,39.78,E,,39.1,E,,38.61,E,,39.19,A,,39.32,A,,39.46,A,,39.59,A,,29.24,E,,29.38,A,,29.52,A,,28.66,E,,28.66,E,,28.57,E,,28.48,E,,28.39,E,,28.21,E,,28.21,E,,28.21,E,,28.21,E,,28.62,E,,28.92,E,,28.96,E,,28.98,E,,29.01,E,,29.01,E,,29.01,E,,,,,,,
102,'364,Iran (Islamic Republic of),6610,Agricultural land,7278,Value of agricultural production (Int. $) per Area,USD_PPP/ha,99.1,E,,102.94,E,,100.74,E,,102.88,E,,112.58,E,,116.23,E,,117.85,E,,129.11,E,,131.78,E,,134.57,E,,133.74,E,,146.33,E,,149.67,E,,159.39,E,,163.99,E,,179.2,E,,179.94,E,,193.74,E,,182.82,E,,198.64,E,,225.69,E,,246.61,E,,247.38,E,,256.28,E,,268.63,E,,293,E,,291.72,E,,280.57,E,,284.61,E,,343.17,E,,334.97,E,,366.89,E,,381.3,E,,388.87,E,,401.24,E,,425,E,,422.59,E,,470.5,E,,446.58,E,,454.47,E,,455.25,E,,523.67,E,,538.21,E,,525.8,E,,785.42,E,,803.19,E,,866.17,E,,681.69,E,,745.36,E,,789.83,E,,787.04,E,,814.82,E,,858.35,E,,896,E,,876.17,E,,887.52,E,,847.14,E,,767.5,E,,807.45,E,,798.17,E,,802.33,E,,753.31,E,,769.19,E,,,,,,,
102,'364,Iran (Islamic Republic of),6620,Cropland,5110,Area,1000 ha,15271,I,,15290,I,,15350,I,,15410,I,,15470,I,,15480,I,,15550,I,,15600,I,,15670,I,,15700,I,,16154,A,,16800,I,,17481,A,,16960,I,,16440,I,,15950,A,,15693,A,,14867,A,,15908,A,,13713,A,,14280,I,,14867,A,,15210,I,,15540,I,,15870,I,,16200,I,,16530,I,,16871,A,,16700,I,,16500,I,,17997,I,,18287,I,,18652,I,,18657,I,,18708,I,,18427,I,,17832,I,,18187,I,,17687,I,,16284,I,,17223,A,,17444,A,,17665,A,,17886,A,,18107,A,,18328,A,,18549,A,,17182,A,,17209.2,A,,17062.4,A,,16915.6,A,,16768.8,A,,16477,A,,16477,A,,16477,A,,16477,A,,16958,I,,17438,I,,17511,I,,17551,I,,17590,I,,17590,I,,17590,I,,,,,,,
102,'364,Iran (Islamic Republic of),6620,Cropland,7208,Share in Agricultural land,%,25.76,E,,25.79,E,,25.86,E,,25.94,E,,26.01,E,,26.03,E,,26.11,E,,26.17,E,,26.26,E,,26.3,E,,26.85,E,,27.63,E,,28.43,E,,27.82,E,,27.2,E,,26.61,E,,26.29,E,,25.26,E,,26.55,E,,23.76,E,,24.5,E,,25.26,E,,25.69,E,,26.1,E,,26.29,E,,26.69,E,,27.09,E,,27.27,E,,27.07,E,,26.83,E,,28.57,E,,28.67,E,,29.07,E,,29.08,E,,29.14,E,,28.6,E,,27.94,E,,28.07,E,,27.77,E,,25.9,E,,26.99,A,,27.24,A,,27.49,A,,27.74,A,,38.02,E,,38.3,A,,38.59,A,,36.8,E,,36.86,E,,36.66,E,,36.46,E,,36.26,E,,35.86,E,,35.86,E,,35.86,E,,35.86,E,,36.52,E,,37.17,E,,37.27,E,,37.32,E,,37.37,E,,37.37,E,,37.37,E,,,,,,,
102,'364,Iran (Islamic Republic of),6620,Cropland,7209,Share in Land area,%,9.38,E,,9.39,E,,9.42,E,,9.46,E,,9.5,E,,9.5,E,,9.55,E,,9.58,E,,9.62,E,,9.64,E,,9.92,A,,10.31,E,,10.73,A,,10.41,E,,10.09,E,,9.79,A,,9.63,A,,9.13,A,,9.77,A,,8.42,A,,8.77,E,,9.13,A,,9.34,E,,9.54,E,,9.74,E,,9.95,E,,10.15,E,,10.36,A,,10.25,E,,10.13,E,,11.05,E,,11.23,E,,11.45,E,,11.45,E,,11.49,E,,11.31,E,,10.95,E,,11.17,E,,10.86,E,,10,E,,10.57,A,,10.71,A,,10.85,A,,10.98,A,,11.12,A,,11.25,A,,11.39,A,,10.55,A,,10.57,A,,10.48,A,,10.39,A,,10.3,A,,10.12,A,,10.12,A,,10.12,A,,10.12,A,,10.45,E,,10.75,E,,10.79,E,,10.82,E,,10.84,E,,10.84,E,,10.84,E,,,,,,,
102,'364,Iran (Islamic Republic of),6620,Cropland,7277,Area per capita,ha/cap,0.6902,E,,0.6704,E,,0.6527,E,,0.6351,E,,0.6179,E,,0.5993,E,,0.584,E,,0.5686,E,,0.5542,E,,0.5387,E,,0.5379,E,,0.5433,E,,0.549,E,,0.5171,E,,0.4863,E,,0.4578,E,,0.4367,E,,0.4004,E,,0.414,E,,0.3442,E,,0.3401,E,,0.3358,E,,0.3304,E,,0.3251,E,,0.3201,E,,0.3149,E,,0.31,E,,0.3063,E,,0.2945,E,,0.2826,E,,0.3,E,,0.2989,E,,0.3038,E,,0.3033,E,,0.3007,E,,0.293,E,,0.2802,E,,0.2819,E,,0.2703,E,,0.2452,E,,0.2553,E,,0.2565,E,,0.2569,E,,0.2546,E,,0.2521,E,,0.2497,E,,0.2486,E,,0.2275,E,,0.2251,E,,0.2204,E,,0.2158,E,,0.2113,E,,0.2049,E,,0.2022,E,,0.1994,E,,0.1966,E,,0.1994,E,,0.2025,E,,0.2012,E,,0.2001,E,,0.1989,E,,0.1965,E,,0.1941,E,,,,,,,
102,'364,Iran (Islamic Republic of),6621,Arable land,5110,Area,1000 ha,14980,I,,14990,I,,15000,I,,15010,I,,15020,I,,15030,I,,15050,I,,15100,I,,15120,I,,15150,I,,15581,A,,16227,I,,16901,A,,16370,I,,15850,I,,15330,A,,14969,A,,14192,A,,15194,A,,12981,A,,13550,I,,14141,A,,14400,I,,14650,I,,14900,I,,15150,I,,15400,I,,15580,A,,15400,I,,15190,I,,16681,I,,16969,A,,17332,A,,17337,I,,17388,I,,17097,A,,16502,A,,16837,A,,16337,I,,14924,I,,15861,A,,16029,A,,16197,A,,16365,A,,16533,A,,16701,A,,16869,A,,15545,A,,15566,A,,15390,A,,15214,A,,15038,A,,14687,A,,14687,A,,14687,A,,14687,A,,15134,I,,15581,A,,15620,I,,15660,I,,15699,A,,15699,I,,15699,I,,,,,,,
102,'364,Iran (Islamic Republic of),6621,Arable land,7208,Share in Agricultural land,%,25.27,E,,25.28,E,,25.27,E,,25.27,E,,25.26,E,,25.27,E,,25.27,E,,25.34,E,,25.34,E,,25.38,E,,25.9,E,,26.69,E,,27.49,E,,26.85,E,,26.22,E,,25.57,E,,25.08,E,,24.11,E,,25.36,E,,22.49,E,,23.25,E,,24.02,E,,24.32,E,,24.61,E,,24.68,E,,24.96,E,,25.23,E,,25.18,E,,24.96,E,,24.7,E,,26.48,E,,26.6,E,,27.02,E,,27.02,E,,27.08,E,,26.54,E,,25.85,E,,25.99,E,,25.65,E,,23.73,E,,24.85,A,,25.03,A,,25.2,A,,25.38,A,,34.71,E,,34.9,A,,35.09,A,,33.3,E,,33.34,E,,33.07,E,,32.79,E,,32.52,E,,31.96,E,,31.96,E,,31.96,E,,31.96,E,,32.59,E,,33.21,E,,33.24,E,,33.3,E,,33.35,E,,33.35,E,,33.35,E,,,,,,,
102,'364,Iran (Islamic Republic of),6630,Temporary crops,5110,Area,1000 ha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11268,A,,11458,A,,11647,A,,11836,A,,12026,A,,12216,A,,12406,A,,11182,A,,11358,A,,11310,A,,11262,A,,11214,A,,11118,A,,11118,A,,11118,A,,11118,A,,11094,I,,11069,A,,11244,I,,11419,I,,11594,A,,11594,I,,11594,I,,,,,,,
102,'364,Iran (Islamic Republic of),6633,Temporary meadows and pastures,5110,Area,1000 ha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,I,,0,I,,0,I,,0,I,,0,I,,0,I,,0,I,,0,I,,0,I,,0,I,,0,I,,0,I,,0,I,,0,I,,0,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,'364,Iran (Islamic Republic of),6640,Temporary fallow,5110,Area,1000 ha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4593,A,,4571,A,,4550,A,,4529,A,,4507,A,,4485,A,,4463,A,,4363,A,,4208,A,,4080,A,,3952,A,,3824,A,,3569,A,,3569,A,,3569,A,,3569,A,,4041,I,,4512,A,,4376,I,,4241,I,,4105,A,,4105,I,,4105,I,,,,,,,
102,'364,Iran (Islamic Republic of),6650,Permanent crops,5110,Area,1000 ha,291,I,,300,I,,350,I,,400,I,,450,I,,450,I,,500,I,,500,I,,550,I,,550,I,,573,A,,573,I,,580,I,,590,I,,590,I,,620,A,,724,A,,675,A,,714,A,,732,A,,730,I,,726,A,,810,I,,890,I,,970,I,,1050,I,,1130,I,,1291,A,,1300,I,,1310,I,,1316,A,,1318,I,,1320,I,,1320,I,,1320,I,,1330,I,,1330,I,,1350,I,,1350,I,,1360,I,,1362,A,,1415,A,,1468,A,,1521,A,,1574,A,,1627,A,,1680,A,,1637,A,,1643.2,A,,1672.4,A,,1701.6,A,,1730.8,A,,1790,A,,1790,A,,1790,A,,1790,A,,1824,I,,1857,I,,1891,A,,1891,I,,1891,I,,1891,I,,1891,I,,,,,,,
102,'364,Iran (Islamic Republic of),6650,Permanent crops,7208,Share in Agricultural land,%,0.49,E,,0.51,E,,0.59,E,,0.67,E,,0.76,E,,0.76,E,,0.84,E,,0.84,E,,0.92,E,,0.92,E,,0.95,E,,0.94,E,,0.94,E,,0.97,E,,0.98,E,,1.03,E,,1.21,E,,1.15,E,,1.19,E,,1.27,E,,1.25,E,,1.23,E,,1.37,E,,1.49,E,,1.61,E,,1.73,E,,1.85,E,,2.09,E,,2.11,E,,2.13,E,,2.09,E,,2.07,E,,2.06,E,,2.06,E,,2.06,E,,2.06,E,,2.08,E,,2.08,E,,2.12,E,,2.16,E,,2.13,A,,2.21,A,,2.28,A,,2.36,A,,3.3,E,,3.4,A,,3.49,A,,3.51,E,,3.52,E,,3.59,E,,3.67,E,,3.74,E,,3.9,E,,3.9,E,,3.9,E,,3.9,E,,3.93,E,,3.96,E,,4.02,E,,4.02,E,,4.02,E,,4.02,E,,4.02,E,,,,,,,
102,'364,Iran (Islamic Republic of),6655,Permanent meadows and pastures,5110,Area,1000 ha,44000,I,,44000,I,,44000,I,,44000,I,,44000,I,,44000,I,,44000,I,,44000,I,,44000,I,,44000,I,,44000,I,,44000,I,,44000,I,,44000,I,,44000,I,,44000,I,,44000,I,,44000,I,,44000,I,,44000,I,,44000,I,,44000,I,,44000,I,,44000,I,,44500,I,,44500,I,,44500,I,,45000,I,,45000,I,,45000,I,,45000,I,,45500,I,,45500,I,,45500,I,,45500,I,,46000,I,,46000,I,,46600,I,,46000,I,,46600,I,,46600,A,,46600,A,,46600,A,,46600,A,,29524,B,,29524,A,,29524,A,,29503,I,,29477,I,,29477,I,,29477,I,,29477,I,,29477,I,,29477,I,,29477,I,,29477,I,,29477,I,,29477,I,,29477,I,,29477,I,,29477,I,,29477,I,,29477,I,,,,,,,
