Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"RL","Land Use","196","Cyprus","5110","Area","6640","Temporary fallow","2021","2021","1000 ha","13.106","A","Official figure",""
"RL","Land Use","196","Cyprus","5110","Area","6640","Temporary fallow","2022","2022","1000 ha","13.3939","A","Official figure",""
"RL","Land Use","196","Cyprus","5110","Area","6640","Temporary fallow","2023","2023","1000 ha","9.7766","A","Official figure",""
"RL","Land Use","196","Cyprus","5110","Area","6650","Permanent crops","2010","2010","1000 ha","29.9","A","Official figure",""
"RL","Land Use","196","Cyprus","7208","Share in Agricultural land","6650","Permanent crops","2010","2010","%","26.11","A","Official figure",""
"RL","Land Use","196","Cyprus","5110","Area","6650","Permanent crops","2011","2011","1000 ha","29.9","A","Official figure",""
"RL","Land Use","196","Cyprus","7208","Share in Agricultural land","6650","Permanent crops","2011","2011","%","25.71","A","Official figure",""
"RL","Land Use","196","Cyprus","5110","Area","6650","Permanent crops","2012","2012","1000 ha","28.5","A","Official figure",""
"RL","Land Use","196","Cyprus","7208","Share in Agricultural land","6650","Permanent crops","2012","2012","%","24.38","A","Official figure",""
"RL","Land Use","196","Cyprus","5110","Area","6650","Permanent crops","2013","2013","1000 ha","27.3","A","Official figure",""
"RL","Land Use","196","Cyprus","7208","Share in Agricultural land","6650","Permanent crops","2013","2013","%","25.08","E","Estimated value",""
"RL","Land Use","196","Cyprus","5110","Area","6650","Permanent crops","2014","2014","1000 ha","27","A","Official figure",""
"RL","Land Use","196","Cyprus","7208","Share in Agricultural land","6650","Permanent crops","2014","2014","%","24.78","A","Official figure",""
"RL","Land Use","196","Cyprus","5110","Area","6650","Permanent crops","2015","2015","1000 ha","26.4","A","Official figure",""
"RL","Land Use","196","Cyprus","7208","Share in Agricultural land","6650","Permanent crops","2015","2015","%","20.84","E","Estimated value",""
"RL","Land Use","196","Cyprus","5110","Area","6650","Permanent crops","2016","2016","1000 ha","26.41","A","Official figure",""
"RL","Land Use","196","Cyprus","7208","Share in Agricultural land","6650","Permanent crops","2016","2016","%","24.14","A","Official figure",""
"RL","Land Use","196","Cyprus","5110","Area","6650","Permanent crops","2017","2017","1000 ha","25.44","A","Official figure",""
"RL","Land Use","196","Cyprus","7208","Share in Agricultural land","6650","Permanent crops","2017","2017","%","20.95","A","Official figure",""
"RL","Land Use","196","Cyprus","5110","Area","6650","Permanent crops","2018","2018","1000 ha","26.2897","A","Official figure",""
"RL","Land Use","196","Cyprus","7208","Share in Agricultural land","6650","Permanent crops","2018","2018","%","19.85","A","Official figure",""
"RL","Land Use","196","Cyprus","5110","Area","6650","Permanent crops","2019","2019","1000 ha","27.3726","A","Official figure",""
"RL","Land Use","196","Cyprus","7208","Share in Agricultural land","6650","Permanent crops","2019","2019","%","21.84","A","Official figure",""
"RL","Land Use","196","Cyprus","5110","Area","6650","Permanent crops","2020","2020","1000 ha","25.944","A","Official figure",""
"RL","Land Use","196","Cyprus","7208","Share in Agricultural land","6650","Permanent crops","2020","2020","%","20.32","A","Official figure",""
"RL","Land Use","196","Cyprus","5110","Area","6650","Permanent crops","2021","2021","1000 ha","25.901","A","Official figure",""
"RL","Land Use","196","Cyprus","7208","Share in Agricultural land","6650","Permanent crops","2021","2021","%","21.3","A","Official figure",""
"RL","Land Use","196","Cyprus","5110","Area","6650","Permanent crops","2022","2022","1000 ha","26.529","A","Official figure",""
"RL","Land Use","196","Cyprus","7208","Share in Agricultural land","6650","Permanent crops","2022","2022","%","21.56","A","Official figure",""
"RL","Land Use","196","Cyprus","5110","Area","6650","Permanent crops","2023","2023","1000 ha","29.019","A","Official figure",""
"RL","Land Use","196","Cyprus","7208","Share in Agricultural land","6650","Permanent crops","2023","2023","%","22.5","A","Official figure",""
"RL","Land Use","196","Cyprus","5110","Area","6655","Permanent meadows and pastures","2010","2010","1000 ha","2","A","Official figure",""
"RL","Land Use","196","Cyprus","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2010","2010","%","1.75","A","Official figure",""
"RL","Land Use","196","Cyprus","7209","Share in Land area","6655","Permanent meadows and pastures","2010","2010","%","0.22","A","Official figure",""
"RL","Land Use","196","Cyprus","5110","Area","6655","Permanent meadows and pastures","2011","2011","1000 ha","2.4","A","Official figure",""
"RL","Land Use","196","Cyprus","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2011","2011","%","2.06","A","Official figure",""
"RL","Land Use","196","Cyprus","7209","Share in Land area","6655","Permanent meadows and pastures","2011","2011","%","0.26","A","Official figure",""
"RL","Land Use","196","Cyprus","5110","Area","6655","Permanent meadows and pastures","2012","2012","1000 ha","2.6","A","Official figure",""
"RL","Land Use","196","Cyprus","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2012","2012","%","2.22","A","Official figure",""
"RL","Land Use","196","Cyprus","7209","Share in Land area","6655","Permanent meadows and pastures","2012","2012","%","0.28","A","Official figure",""
"RL","Land Use","196","Cyprus","5110","Area","6655","Permanent meadows and pastures","2013","2013","1000 ha","1.8","A","Official figure",""
"RL","Land Use","196","Cyprus","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2013","2013","%","1.65","E","Estimated value",""
"RL","Land Use","196","Cyprus","7209","Share in Land area","6655","Permanent meadows and pastures","2013","2013","%","0.19","A","Official figure",""
"RL","Land Use","196","Cyprus","5110","Area","6655","Permanent meadows and pastures","2014","2014","1000 ha","1.8","A","Official figure",""
"RL","Land Use","196","Cyprus","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2014","2014","%","1.65","A","Official figure",""
"RL","Land Use","196","Cyprus","7209","Share in Land area","6655","Permanent meadows and pastures","2014","2014","%","0.19","A","Official figure",""
"RL","Land Use","196","Cyprus","5110","Area","6655","Permanent meadows and pastures","2015","2015","1000 ha","1.9","A","Official figure",""
"RL","Land Use","196","Cyprus","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2015","2015","%","1.5","E","Estimated value",""
"RL","Land Use","196","Cyprus","7209","Share in Land area","6655","Permanent meadows and pastures","2015","2015","%","0.21","A","Official figure",""
"RL","Land Use","196","Cyprus","5110","Area","6655","Permanent meadows and pastures","2016","2016","1000 ha","1.38","A","Official figure",""
"RL","Land Use","196","Cyprus","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2016","2016","%","1.26","A","Official figure",""
"RL","Land Use","196","Cyprus","7209","Share in Land area","6655","Permanent meadows and pastures","2016","2016","%","0.15","A","Official figure",""
"RL","Land Use","196","Cyprus","5110","Area","6655","Permanent meadows and pastures","2017","2017","1000 ha","1.65","A","Official figure",""
"RL","Land Use","196","Cyprus","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2017","2017","%","1.36","A","Official figure",""
"RL","Land Use","196","Cyprus","7209","Share in Land area","6655","Permanent meadows and pastures","2017","2017","%","0.18","A","Official figure",""
"RL","Land Use","196","Cyprus","5110","Area","6655","Permanent meadows and pastures","2018","2018","1000 ha","1.5922","A","Official figure",""
"RL","Land Use","196","Cyprus","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2018","2018","%","1.2","A","Official figure",""
"RL","Land Use","196","Cyprus","7209","Share in Land area","6655","Permanent meadows and pastures","2018","2018","%","0.17","A","Official figure",""
"RL","Land Use","196","Cyprus","5110","Area","6655","Permanent meadows and pastures","2019","2019","1000 ha","1.5604","A","Official figure",""
"RL","Land Use","196","Cyprus","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2019","2019","%","1.25","A","Official figure",""
"RL","Land Use","196","Cyprus","7209","Share in Land area","6655","Permanent meadows and pastures","2019","2019","%","0.17","A","Official figure",""
"RL","Land Use","196","Cyprus","5110","Area","6655","Permanent meadows and pastures","2020","2020","1000 ha","2.257","A","Official figure",""
"RL","Land Use","196","Cyprus","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2020","2020","%","1.77","A","Official figure",""
"RL","Land Use","196","Cyprus","7209","Share in Land area","6655","Permanent meadows and pastures","2020","2020","%","0.24","A","Official figure",""
"RL","Land Use","196","Cyprus","5110","Area","6655","Permanent meadows and pastures","2021","2021","1000 ha","2.1893","A","Official figure",""
"RL","Land Use","196","Cyprus","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2021","2021","%","1.8","A","Official figure",""
"RL","Land Use","196","Cyprus","7209","Share in Land area","6655","Permanent meadows and pastures","2021","2021","%","0.24","A","Official figure",""
"RL","Land Use","196","Cyprus","5110","Area","6655","Permanent meadows and pastures","2022","2022","1000 ha","2.2566","A","Official figure",""
"RL","Land Use","196","Cyprus","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2022","2022","%","1.83","A","Official figure",""
"RL","Land Use","196","Cyprus","7209","Share in Land area","6655","Permanent meadows and pastures","2022","2022","%","0.24","A","Official figure",""
"RL","Land Use","196","Cyprus","5110","Area","6655","Permanent meadows and pastures","2023","2023","1000 ha","2.104","A","Official figure",""
"RL","Land Use","196","Cyprus","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2023","2023","%","1.63","A","Official figure",""
"RL","Land Use","196","Cyprus","7209","Share in Land area","6655","Permanent meadows and pastures","2023","2023","%","0.23","A","Official figure",""
"RL","Land Use","196","Cyprus","5110","Area","6656","Perm. meadows & pastures - Cultivated","2020","2020","1000 ha","1.3922","A","Official figure",""
"RL","Land Use","196","Cyprus","5110","Area","6656","Perm. meadows & pastures - Cultivated","2021","2021","1000 ha","1.3514","I","Value imputed by a receiving agency",""
"RL","Land Use","196","Cyprus","5110","Area","6656","Perm. meadows & pastures - Cultivated","2022","2022","1000 ha","1.3107","I","Value imputed by a receiving agency",""
"RL","Land Use","196","Cyprus","5110","Area","6656","Perm. meadows & pastures - Cultivated","2023","2023","1000 ha","1.2699","A","Official figure",""
"RL","Land Use","196","Cyprus","5110","Area","6659","Perm. meadows & pastures - Nat. growing","2020","2020","1000 ha","0.8648","A","Official figure",""
"RL","Land Use","196","Cyprus","5110","Area","6659","Perm. meadows & pastures - Nat. growing","2021","2021","1000 ha","0.8546","I","Value imputed by a receiving agency",""
"RL","Land Use","196","Cyprus","5110","Area","6659","Perm. meadows & pastures - Nat. growing","2022","2022","1000 ha","0.8443","I","Value imputed by a receiving agency",""
"RL","Land Use","196","Cyprus","5110","Area","6659","Perm. meadows & pastures - Nat. growing","2023","2023","1000 ha","0.8341","A","Official figure",""
"RL","Land Use","196","Cyprus","5110","Area","6649","Farm buildings and Farmyards","2013","2013","1000 ha","0.4","A","Official figure",""
"RL","Land Use","196","Cyprus","5110","Area","6649","Farm buildings and Farmyards","2014","2014","1000 ha","0.4","A","Official figure",""
"RL","Land Use","196","Cyprus","5110","Area","6649","Farm buildings and Farmyards","2015","2015","1000 ha","0.5","A","Official figure",""
"RL","Land Use","196","Cyprus","5110","Area","6649","Farm buildings and Farmyards","2016","2016","1000 ha","0.3","A","Official figure",""
"RL","Land Use","196","Cyprus","5110","Area","6649","Farm buildings and Farmyards","2017","2017","1000 ha","0.3452","A","Official figure",""
"RL","Land Use","196","Cyprus","5110","Area","6649","Farm buildings and Farmyards","2018","2018","1000 ha","0.333","A","Official figure",""
"RL","Land Use","196","Cyprus","5110","Area","6649","Farm buildings and Farmyards","2019","2019","1000 ha","0.296","A","Official figure",""
"RL","Land Use","196","Cyprus","5110","Area","6649","Farm buildings and Farmyards","2020","2020","1000 ha","3.7651","A","Official figure",""
"RL","Land Use","196","Cyprus","5110","Area","6649","Farm buildings and Farmyards","2021","2021","1000 ha","3.7651","A","Official figure",""
"RL","Land Use","196","Cyprus","5110","Area","6649","Farm buildings and Farmyards","2022","2022","1000 ha","3.7651","A","Official figure",""
"RL","Land Use","196","Cyprus","5110","Area","6649","Farm buildings and Farmyards","2023","2023","1000 ha","2.87","A","Official figure",""
"RL","Land Use","196","Cyprus","5110","Area","6646","Forest land","2010","2010","1000 ha","172.84","X","Figure from external organization",""
"RL","Land Use","196","Cyprus","72151","Carbon stock in living biomass","6646","Forest land","2010","2010","million t","3.58","X","Figure from external organization",""
"RL","Land Use","196","Cyprus","7209","Share in Land area","6646","Forest land","2010","2010","%","18.71","E","Estimated value",""
"RL","Land Use","196","Cyprus","5110","Area","6646","Forest land","2011","2011","1000 ha","172.814","I","Value imputed by a receiving agency",""
"RL","Land Use","196","Cyprus","72151","Carbon stock in living biomass","6646","Forest land","2011","2011","million t","3.668","I","Value imputed by a receiving agency",""
"RL","Land Use","196","Cyprus","7209","Share in Land area","6646","Forest land","2011","2011","%","18.7","E","Estimated value",""
"RL","Land Use","196","Cyprus","5110","Area","6646","Forest land","2012","2012","1000 ha","172.788","I","Value imputed by a receiving agency",""
"RL","Land Use","196","Cyprus","72151","Carbon stock in living biomass","6646","Forest land","2012","2012","million t","3.756","I","Value imputed by a receiving agency",""
"RL","Land Use","196","Cyprus","7209","Share in Land area","6646","Forest land","2012","2012","%","18.7","E","Estimated value",""
"RL","Land Use","196","Cyprus","5110","Area","6646","Forest land","2013","2013","1000 ha","172.762","I","Value imputed by a receiving agency",""
"RL","Land Use","196","Cyprus","72151","Carbon stock in living biomass","6646","Forest land","2013","2013","million t","3.844","I","Value imputed by a receiving agency",""
"RL","Land Use","196","Cyprus","7209","Share in Land area","6646","Forest land","2013","2013","%","18.7","E","Estimated value",""
"RL","Land Use","196","Cyprus","5110","Area","6646","Forest land","2014","2014","1000 ha","172.736","I","Value imputed by a receiving agency",""
"RL","Land Use","196","Cyprus","72151","Carbon stock in living biomass","6646","Forest land","2014","2014","million t","3.932","I","Value imputed by a receiving agency",""
"RL","Land Use","196","Cyprus","7209","Share in Land area","6646","Forest land","2014","2014","%","18.69","E","Estimated value",""
"RL","Land Use","196","Cyprus","5110","Area","6646","Forest land","2015","2015","1000 ha","172.71","X","Figure from external organization",""
"RL","Land Use","196","Cyprus","72151","Carbon stock in living biomass","6646","Forest land","2015","2015","million t","4.02","X","Figure from external organization",""
"RL","Land Use","196","Cyprus","7209","Share in Land area","6646","Forest land","2015","2015","%","18.69","E","Estimated value",""
"RL","Land Use","196","Cyprus","5110","Area","6646","Forest land","2016","2016","1000 ha","172.676","I","Value imputed by a receiving agency",""
"RL","Land Use","196","Cyprus","72151","Carbon stock in living biomass","6646","Forest land","2016","2016","million t","4.086","I","Value imputed by a receiving agency",""
"RL","Land Use","196","Cyprus","7209","Share in Land area","6646","Forest land","2016","2016","%","18.69","E","Estimated value",""
"RL","Land Use","196","Cyprus","5110","Area","6646","Forest land","2017","2017","1000 ha","172.642","I","Value imputed by a receiving agency",""
"RL","Land Use","196","Cyprus","72151","Carbon stock in living biomass","6646","Forest land","2017","2017","million t","4.152","I","Value imputed by a receiving agency",""
"RL","Land Use","196","Cyprus","7209","Share in Land area","6646","Forest land","2017","2017","%","18.68","E","Estimated value",""
"RL","Land Use","196","Cyprus","5110","Area","6646","Forest land","2018","2018","1000 ha","172.608","I","Value imputed by a receiving agency",""
"RL","Land Use","196","Cyprus","72151","Carbon stock in living biomass","6646","Forest land","2018","2018","million t","4.218","I","Value imputed by a receiving agency",""
"RL","Land Use","196","Cyprus","7209","Share in Land area","6646","Forest land","2018","2018","%","18.68","E","Estimated value",""
"RL","Land Use","196","Cyprus","5110","Area","6646","Forest land","2019","2019","1000 ha","172.574","I","Value imputed by a receiving agency",""
"RL","Land Use","196","Cyprus","72151","Carbon stock in living biomass","6646","Forest land","2019","2019","million t","4.284","I","Value imputed by a receiving agency",""
"RL","Land Use","196","Cyprus","7209","Share in Land area","6646","Forest land","2019","2019","%","18.68","E","Estimated value",""
"RL","Land Use","196","Cyprus","5110","Area","6646","Forest land","2020","2020","1000 ha","172.54","X","Figure from external organization",""
"RL","Land Use","196","Cyprus","72151","Carbon stock in living biomass","6646","Forest land","2020","2020","million t","4.35","X","Figure from external organization",""
"RL","Land Use","196","Cyprus","7209","Share in Land area","6646","Forest land","2020","2020","%","18.67","E","Estimated value",""
"RL","Land Use","196","Cyprus","5110","Area","6646","Forest land","2021","2021","1000 ha","172.372","I","Value imputed by a receiving agency",""
"RL","Land Use","196","Cyprus","72151","Carbon stock in living biomass","6646","Forest land","2021","2021","million t","4.42","I","Value imputed by a receiving agency",""
"RL","Land Use","196","Cyprus","7209","Share in Land area","6646","Forest land","2021","2021","%","18.65","E","Estimated value",""
"RL","Land Use","196","Cyprus","5110","Area","6646","Forest land","2022","2022","1000 ha","172.204","I","Value imputed by a receiving agency",""
"RL","Land Use","196","Cyprus","72151","Carbon stock in living biomass","6646","Forest land","2022","2022","million t","4.49","I","Value imputed by a receiving agency",""
"RL","Land Use","196","Cyprus","7209","Share in Land area","6646","Forest land","2022","2022","%","18.64","E","Estimated value",""
"RL","Land Use","196","Cyprus","5110","Area","6646","Forest land","2023","2023","1000 ha","172.036","I","Value imputed by a receiving agency",""
"RL","Land Use","196","Cyprus","72151","Carbon stock in living biomass","6646","Forest land","2023","2023","million t","4.56","I","Value imputed by a receiving agency",""
"RL","Land Use","196","Cyprus","7209","Share in Land area","6646","Forest land","2023","2023","%","18.62","E","Estimated value",""
"RL","Land Use","196","Cyprus","5110","Area","6646","Forest land","2024","2024","1000 ha","171.868","I","Value imputed by a receiving agency",""
"RL","Land Use","196","Cyprus","72151","Carbon stock in living biomass","6646","Forest land","2024","2024","million t","4.63","I","Value imputed by a receiving agency",""
"RL","Land Use","196","Cyprus","5110","Area","6646","Forest land","2025","2025","1000 ha","171.7","X","Figure from external organization",""
"RL","Land Use","196","Cyprus","72151","Carbon stock in living biomass","6646","Forest land","2025","2025","million t","4.7","X","Figure from external organization",""
"RL","Land Use","196","Cyprus","5110","Area","6717","Naturally regenerating forest","2010","2010","1000 ha","142.17","X","Figure from external organization",""
"RL","Land Use","196","Cyprus","7210","Share in Forest land","6717","Naturally regenerating forest","2010","2010","%","82.26","X","Figure from external organization",""
"RL","Land Use","196","Cyprus","5110","Area","6717","Naturally regenerating forest","2011","2011","1000 ha","142.048","I","Value imputed by a receiving agency",""
"RL","Land Use","196","Cyprus","7210","Share in Forest land","6717","Naturally regenerating forest","2011","2011","%","82.2","E","Estimated value",""
"RL","Land Use","196","Cyprus","5110","Area","6717","Naturally regenerating forest","2012","2012","1000 ha","141.926","I","Value imputed by a receiving agency",""
"RL","Land Use","196","Cyprus","7210","Share in Forest land","6717","Naturally regenerating forest","2012","2012","%","82.14","E","Estimated value",""
"RL","Land Use","196","Cyprus","5110","Area","6717","Naturally regenerating forest","2013","2013","1000 ha","141.804","I","Value imputed by a receiving agency",""
"RL","Land Use","196","Cyprus","7210","Share in Forest land","6717","Naturally regenerating forest","2013","2013","%","82.08","E","Estimated value",""
"RL","Land Use","196","Cyprus","5110","Area","6717","Naturally regenerating forest","2014","2014","1000 ha","141.682","I","Value imputed by a receiving agency",""
"RL","Land Use","196","Cyprus","7210","Share in Forest land","6717","Naturally regenerating forest","2014","2014","%","82.02","E","Estimated value",""
"RL","Land Use","196","Cyprus","5110","Area","6717","Naturally regenerating forest","2015","2015","1000 ha","141.56","X","Figure from external organization",""
"RL","Land Use","196","Cyprus","7210","Share in Forest land","6717","Naturally regenerating forest","2015","2015","%","81.96","X","Figure from external organization",""
"RL","Land Use","196","Cyprus","5110","Area","6717","Naturally regenerating forest","2016","2016","1000 ha","141.182","I","Value imputed by a receiving agency",""
"RL","Land Use","196","Cyprus","7210","Share in Forest land","6717","Naturally regenerating forest","2016","2016","%","81.76","E","Estimated value",""
"RL","Land Use","196","Cyprus","5110","Area","6717","Naturally regenerating forest","2017","2017","1000 ha","140.804","I","Value imputed by a receiving agency",""
"RL","Land Use","196","Cyprus","7210","Share in Forest land","6717","Naturally regenerating forest","2017","2017","%","81.56","E","Estimated value",""
"RL","Land Use","196","Cyprus","5110","Area","6717","Naturally regenerating forest","2018","2018","1000 ha","140.426","I","Value imputed by a receiving agency",""
"RL","Land Use","196","Cyprus","7210","Share in Forest land","6717","Naturally regenerating forest","2018","2018","%","81.36","E","Estimated value",""
"RL","Land Use","196","Cyprus","5110","Area","6717","Naturally regenerating forest","2019","2019","1000 ha","140.048","I","Value imputed by a receiving agency",""
"RL","Land Use","196","Cyprus","7210","Share in Forest land","6717","Naturally regenerating forest","2019","2019","%","81.15","E","Estimated value",""
"RL","Land Use","196","Cyprus","5110","Area","6717","Naturally regenerating forest","2020","2020","1000 ha","139.67","X","Figure from external organization",""
"RL","Land Use","196","Cyprus","7210","Share in Forest land","6717","Naturally regenerating forest","2020","2020","%","80.95","X","Figure from external organization",""
"RL","Land Use","196","Cyprus","5110","Area","6717","Naturally regenerating forest","2021","2021","1000 ha","139.502","I","Value imputed by a receiving agency",""
"RL","Land Use","196","Cyprus","7210","Share in Forest land","6717","Naturally regenerating forest","2021","2021","%","80.93","E","Estimated value",""
"RL","Land Use","196","Cyprus","5110","Area","6717","Naturally regenerating forest","2022","2022","1000 ha","139.334","I","Value imputed by a receiving agency",""
"RL","Land Use","196","Cyprus","7210","Share in Forest land","6717","Naturally regenerating forest","2022","2022","%","80.91","E","Estimated value",""
"RL","Land Use","196","Cyprus","5110","Area","6717","Naturally regenerating forest","2023","2023","1000 ha","139.166","I","Value imputed by a receiving agency",""
"RL","Land Use","196","Cyprus","7210","Share in Forest land","6717","Naturally regenerating forest","2023","2023","%","80.89","E","Estimated value",""
"RL","Land Use","196","Cyprus","5110","Area","6717","Naturally regenerating forest","2024","2024","1000 ha","138.998","I","Value imputed by a receiving agency",""
"RL","Land Use","196","Cyprus","7210","Share in Forest land","6717","Naturally regenerating forest","2024","2024","%","80.87","E","Estimated value",""
"RL","Land Use","196","Cyprus","5110","Area","6717","Naturally regenerating forest","2025","2025","1000 ha","138.83","X","Figure from external organization",""
"RL","Land Use","196","Cyprus","7210","Share in Forest land","6717","Naturally regenerating forest","2025","2025","%","80.86","X","Figure from external organization",""
"RL","Land Use","196","Cyprus","5110","Area","6716","Planted Forest","2010","2010","1000 ha","30.69","X","Figure from external organization",""
"RL","Land Use","196","Cyprus","7210","Share in Forest land","6716","Planted Forest","2010","2010","%","17.76","X","Figure from external organization",""
"RL","Land Use","196","Cyprus","5110","Area","6716","Planted Forest","2011","2011","1000 ha","30.782","I","Value imputed by a receiving agency",""
"RL","Land Use","196","Cyprus","7210","Share in Forest land","6716","Planted Forest","2011","2011","%","17.81","E","Estimated value",""
"RL","Land Use","196","Cyprus","5110","Area","6716","Planted Forest","2012","2012","1000 ha","30.874","I","Value imputed by a receiving agency",""
"RL","Land Use","196","Cyprus","7210","Share in Forest land","6716","Planted Forest","2012","2012","%","17.87","E","Estimated value",""
"RL","Land Use","196","Cyprus","5110","Area","6716","Planted Forest","2013","2013","1000 ha","30.966","I","Value imputed by a receiving agency",""
"RL","Land Use","196","Cyprus","7210","Share in Forest land","6716","Planted Forest","2013","2013","%","17.92","E","Estimated value",""
"RL","Land Use","196","Cyprus","5110","Area","6716","Planted Forest","2014","2014","1000 ha","31.058","I","Value imputed by a receiving agency",""
"RL","Land Use","196","Cyprus","7210","Share in Forest land","6716","Planted Forest","2014","2014","%","17.98","E","Estimated value",""
"RL","Land Use","196","Cyprus","5110","Area","6716","Planted Forest","2015","2015","1000 ha","31.15","X","Figure from external organization",""
"RL","Land Use","196","Cyprus","7210","Share in Forest land","6716","Planted Forest","2015","2015","%","18.04","X","Figure from external organization",""
"RL","Land Use","196","Cyprus","5110","Area","6716","Planted Forest","2016","2016","1000 ha","31.494","I","Value imputed by a receiving agency",""
"RL","Land Use","196","Cyprus","7210","Share in Forest land","6716","Planted Forest","2016","2016","%","18.24","E","Estimated value",""
"RL","Land Use","196","Cyprus","5110","Area","6716","Planted Forest","2017","2017","1000 ha","31.838","I","Value imputed by a receiving agency",""
"RL","Land Use","196","Cyprus","7210","Share in Forest land","6716","Planted Forest","2017","2017","%","18.44","E","Estimated value",""
"RL","Land Use","196","Cyprus","5110","Area","6716","Planted Forest","2018","2018","1000 ha","32.182","I","Value imputed by a receiving agency",""
"RL","Land Use","196","Cyprus","7210","Share in Forest land","6716","Planted Forest","2018","2018","%","18.64","E","Estimated value",""
"RL","Land Use","196","Cyprus","5110","Area","6716","Planted Forest","2019","2019","1000 ha","32.526","I","Value imputed by a receiving agency",""
"RL","Land Use","196","Cyprus","7210","Share in Forest land","6716","Planted Forest","2019","2019","%","18.85","E","Estimated value",""
"RL","Land Use","196","Cyprus","5110","Area","6716","Planted Forest","2020","2020","1000 ha","32.87","X","Figure from external organization",""
"RL","Land Use","196","Cyprus","7210","Share in Forest land","6716","Planted Forest","2020","2020","%","19.05","X","Figure from external organization",""
"RL","Land Use","196","Cyprus","5110","Area","6716","Planted Forest","2021","2021","1000 ha","32.87","I","Value imputed by a receiving agency",""
"RL","Land Use","196","Cyprus","7210","Share in Forest land","6716","Planted Forest","2021","2021","%","19.07","E","Estimated value",""
"RL","Land Use","196","Cyprus","5110","Area","6716","Planted Forest","2022","2022","1000 ha","32.87","I","Value imputed by a receiving agency",""
"RL","Land Use","196","Cyprus","7210","Share in Forest land","6716","Planted Forest","2022","2022","%","19.09","E","Estimated value",""
"RL","Land Use","196","Cyprus","5110","Area","6716","Planted Forest","2023","2023","1000 ha","32.87","I","Value imputed by a receiving agency",""
"RL","Land Use","196","Cyprus","7210","Share in Forest land","6716","Planted Forest","2023","2023","%","19.11","E","Estimated value",""
"RL","Land Use","196","Cyprus","5110","Area","6716","Planted Forest","2024","2024","1000 ha","32.87","I","Value imputed by a receiving agency",""
"RL","Land Use","196","Cyprus","7210","Share in Forest land","6716","Planted Forest","2024","2024","%","19.13","E","Estimated value",""
"RL","Land Use","196","Cyprus","5110","Area","6716","Planted Forest","2025","2025","1000 ha","32.87","X","Figure from external organization",""
"RL","Land Use","196","Cyprus","7210","Share in Forest land","6716","Planted Forest","2025","2025","%","19.14","X","Figure from external organization",""
"RL","Land Use","196","Cyprus","5110","Area","6671","Agriculture area under organic agric.","2010","2010","1000 ha","3.57","A","Official figure",""
"RL","Land Use","196","Cyprus","7208","Share in Agricultural land","6671","Agriculture area under organic agric.","2010","2010","%","3.12","A","Official figure",""
"RL","Land Use","196","Cyprus","5110","Area","6671","Agriculture area under organic agric.","2011","2011","1000 ha","3.57","A","Official figure",""
"RL","Land Use","196","Cyprus","7208","Share in Agricultural land","6671","Agriculture area under organic agric.","2011","2011","%","3.07","A","Official figure",""
"RL","Land Use","196","Cyprus","5110","Area","6671","Agriculture area under organic agric.","2012","2012","1000 ha","3.9","A","Official figure",""
"RL","Land Use","196","Cyprus","7208","Share in Agricultural land","6671","Agriculture area under organic agric.","2012","2012","%","3.34","A","Official figure",""
"RL","Land Use","196","Cyprus","5110","Area","6671","Agriculture area under organic agric.","2013","2013","1000 ha","4.3","A","Official figure",""
"RL","Land Use","196","Cyprus","7208","Share in Agricultural land","6671","Agriculture area under organic agric.","2013","2013","%","3.95","E","Estimated value",""
"RL","Land Use","196","Cyprus","5110","Area","6671","Agriculture area under organic agric.","2014","2014","1000 ha","3.9","A","Official figure",""
"RL","Land Use","196","Cyprus","7208","Share in Agricultural land","6671","Agriculture area under organic agric.","2014","2014","%","3.58","A","Official figure",""
"RL","Land Use","196","Cyprus","5110","Area","6671","Agriculture area under organic agric.","2015","2015","1000 ha","4.7","A","Official figure",""
"RL","Land Use","196","Cyprus","7208","Share in Agricultural land","6671","Agriculture area under organic agric.","2015","2015","%","3.71","E","Estimated value",""
"RL","Land Use","196","Cyprus","5110","Area","6671","Agriculture area under organic agric.","2016","2016","1000 ha","5.6","A","Official figure",""
"RL","Land Use","196","Cyprus","7208","Share in Agricultural land","6671","Agriculture area under organic agric.","2016","2016","%","5.12","A","Official figure",""
"RL","Land Use","196","Cyprus","5110","Area","6671","Agriculture area under organic agric.","2017","2017","1000 ha","5.6","A","Official figure",""
"RL","Land Use","196","Cyprus","7208","Share in Agricultural land","6671","Agriculture area under organic agric.","2017","2017","%","4.61","A","Official figure",""
